"報名","日期","版次","系統代碼","標題","廣告主","分類","品牌","影像URL"
"江蘇日報","1942-07-14","3","839819","花柳皮膚專科趙福群醫師",,,,"https://mhdb.mh.sinica.edu.tw/newsp/image.php?kind=%E6%B1%9F%E8%98%87%E6%97%A5%E5%A0%B1&listNo=839819"
"江蘇日報","1942-07-14","3","839824","皮膚花柳專科同德醫院",,,,"https://mhdb.mh.sinica.edu.tw/newsp/image.php?kind=%E6%B1%9F%E8%98%87%E6%97%A5%E5%A0%B1&listNo=839824"
"江蘇日報","1942-07-14","3","839823","皮膚花柳科專門介之醫院─鍾介之醫師",,,,"https://mhdb.mh.sinica.edu.tw/newsp/image.php?kind=%E6%B1%9F%E8%98%87%E6%97%A5%E5%A0%B1&listNo=839823"
"江蘇日報","1942-07-14","3","839826","感謝採芝堂大藥房靈藥治癒梅毒淋濁",,,,"https://mhdb.mh.sinica.edu.tw/newsp/image.php?kind=%E6%B1%9F%E8%98%87%E6%97%A5%E5%A0%B1&listNo=839826"
"社會日報","1942-07-14","1/4","599010","濕氣。疥瘡。癩痢","華一藥廠","中西藥業  ","丁氏藥膏  ","https://mhdb.mh.sinica.edu.tw/newsp/image.php?kind=%E7%A4%BE%E6%9C%83%E6%97%A5%E5%A0%B1&listNo=599010"
"社會日報","1942-07-14","2/3","599000","最新發明絕無副作用之化學治療藥劑　專治男女急慢性淋病標準化特效藥","中法大藥房","中西藥業  ","果復明  ","https://mhdb.mh.sinica.edu.tw/newsp/image.php?kind=%E7%A4%BE%E6%9C%83%E6%97%A5%E5%A0%B1&listNo=599000"
"社會日報","1942-07-14","4","599004","張克倫醫師親自診察　專治花柳生殖秘尿各科","克倫醫院","中西藥業  ","克倫醫院  ","https://mhdb.mh.sinica.edu.tw/newsp/image.php?kind=%E7%A4%BE%E6%9C%83%E6%97%A5%E5%A0%B1&listNo=599004"
"社會日報","1942-07-14","1","599012","最新發現白濁弗蔓製劑　白濁白帶‥‥從此解決","新星化學製藥廠","中西藥業  ","新樂的能  ","https://mhdb.mh.sinica.edu.tw/newsp/image.php?kind=%E7%A4%BE%E6%9C%83%E6%97%A5%E5%A0%B1&listNo=599012"
"江蘇日報","1942-07-15","3","839940","塩野牌五淋拿根片",,,,"https://mhdb.mh.sinica.edu.tw/newsp/image.php?kind=%E6%B1%9F%E8%98%87%E6%97%A5%E5%A0%B1&listNo=839940"
"江蘇日報","1942-07-15","3","839945","樂生堂治療淋病病患廣告",,,,"https://mhdb.mh.sinica.edu.tw/newsp/image.php?kind=%E6%B1%9F%E8%98%87%E6%97%A5%E5%A0%B1&listNo=839945"
"社會日報","1942-07-15","4","599024","張克倫醫師親自診察　專治花柳生殖秘尿各科","克倫醫院","中西藥業  ","克倫醫院  ","https://mhdb.mh.sinica.edu.tw/newsp/image.php?kind=%E7%A4%BE%E6%9C%83%E6%97%A5%E5%A0%B1&listNo=599024"
"江蘇日報","1942-07-16","3","840072","感謝採芝堂大藥房靈藥治癒梅毒淋濁",,,,"https://mhdb.mh.sinica.edu.tw/newsp/image.php?kind=%E6%B1%9F%E8%98%87%E6%97%A5%E5%A0%B1&listNo=840072"
"江蘇日報","1942-07-16","4","840095","花柳皮膚專科趙福群醫師",,,,"https://mhdb.mh.sinica.edu.tw/newsp/image.php?kind=%E6%B1%9F%E8%98%87%E6%97%A5%E5%A0%B1&listNo=840095"
"江蘇日報","1942-07-16","3","840074","樂生堂治療淋病病患廣告",,,,"https://mhdb.mh.sinica.edu.tw/newsp/image.php?kind=%E6%B1%9F%E8%98%87%E6%97%A5%E5%A0%B1&listNo=840074"
"江蘇日報","1942-07-16","3","840075","皮膚花柳科專門介之醫院─鍾介之醫師",,,,"https://mhdb.mh.sinica.edu.tw/newsp/image.php?kind=%E6%B1%9F%E8%98%87%E6%97%A5%E5%A0%B1&listNo=840075"
"社會日報","1942-07-16","2/3","599038","最新發明絕無副作用之化學治療藥劑　專治男女急慢性淋病標準化特效藥","中法大藥房","中西藥業  ","果復明  ","https://mhdb.mh.sinica.edu.tw/newsp/image.php?kind=%E7%A4%BE%E6%9C%83%E6%97%A5%E5%A0%B1&listNo=599038"
"社會日報","1942-07-16","4","599045","張克倫醫師親自診察　專治花柳生殖秘尿各科","克倫醫院","中西藥業  ","克倫醫院  ","https://mhdb.mh.sinica.edu.tw/newsp/image.php?kind=%E7%A4%BE%E6%9C%83%E6%97%A5%E5%A0%B1&listNo=599045"
"社會日報","1942-07-16","2/3","599050","濕氣。疥瘡。癩痢","華一藥廠","中西藥業  ","丁氏藥膏  ","https://mhdb.mh.sinica.edu.tw/newsp/image.php?kind=%E7%A4%BE%E6%9C%83%E6%97%A5%E5%A0%B1&listNo=599050"
"江蘇日報","1942-07-17","2","840167","皮膚花柳科專門介之醫院─鍾介之醫師",,,,"https://mhdb.mh.sinica.edu.tw/newsp/image.php?kind=%E6%B1%9F%E8%98%87%E6%97%A5%E5%A0%B1&listNo=840167"
"江蘇日報","1942-07-17","3","840195","皮膚花柳專科同德醫院",,,,"https://mhdb.mh.sinica.edu.tw/newsp/image.php?kind=%E6%B1%9F%E8%98%87%E6%97%A5%E5%A0%B1&listNo=840195"
"江蘇日報","1942-07-17","2","840166","花柳皮膚專科趙福群醫師",,,,"https://mhdb.mh.sinica.edu.tw/newsp/image.php?kind=%E6%B1%9F%E8%98%87%E6%97%A5%E5%A0%B1&listNo=840166"
"江蘇日報","1942-07-17","3","840196","感謝採芝堂大藥房靈藥治癒梅毒淋濁",,,,"https://mhdb.mh.sinica.edu.tw/newsp/image.php?kind=%E6%B1%9F%E8%98%87%E6%97%A5%E5%A0%B1&listNo=840196"
"江蘇日報","1942-07-17","4","840224","塩野牌五淋拿根片",,,,"https://mhdb.mh.sinica.edu.tw/newsp/image.php?kind=%E6%B1%9F%E8%98%87%E6%97%A5%E5%A0%B1&listNo=840224"
"江蘇日報","1942-07-17","3","840197","樂生堂治療淋病病患廣告",,,,"https://mhdb.mh.sinica.edu.tw/newsp/image.php?kind=%E6%B1%9F%E8%98%87%E6%97%A5%E5%A0%B1&listNo=840197"
"社會日報","1942-07-17","4","599063","張克倫醫師親自診察　專治花柳生殖秘尿各科","克倫醫院","中西藥業  ","克倫醫院  ","https://mhdb.mh.sinica.edu.tw/newsp/image.php?kind=%E7%A4%BE%E6%9C%83%E6%97%A5%E5%A0%B1&listNo=599063"
"社會日報","1942-07-17","2/3","599068","主治—內科，皮膚花柳，自由戒煙科","施良轅","中西藥業  ","施良轅  ","https://mhdb.mh.sinica.edu.tw/newsp/image.php?kind=%E7%A4%BE%E6%9C%83%E6%97%A5%E5%A0%B1&listNo=599068"
"社會日報","1942-07-17","1","599069","是最進步的化學療淋病特效劑","柯爾登西藥行","中西藥業  ","複硫梅濁尅星  ","https://mhdb.mh.sinica.edu.tw/newsp/image.php?kind=%E7%A4%BE%E6%9C%83%E6%97%A5%E5%A0%B1&listNo=599069"
"社會日報","1942-07-17","1","599072","最新發現白濁弗蔓製劑　白濁白帶‥‥從此解決","新星化學製藥廠","中西藥業  ","新樂的能  ","https://mhdb.mh.sinica.edu.tw/newsp/image.php?kind=%E7%A4%BE%E6%9C%83%E6%97%A5%E5%A0%B1&listNo=599072"
"江蘇日報","1942-07-18","4","840336","皮膚花柳科專門介之醫院─鍾介之醫師",,,,"https://mhdb.mh.sinica.edu.tw/newsp/image.php?kind=%E6%B1%9F%E8%98%87%E6%97%A5%E5%A0%B1&listNo=840336"
"社會日報","1942-07-18","2/3","599087","主治—內科，皮膚花柳，自由戒煙科","施良轅","中西藥業  ","施良轅  ","https://mhdb.mh.sinica.edu.tw/newsp/image.php?kind=%E7%A4%BE%E6%9C%83%E6%97%A5%E5%A0%B1&listNo=599087"
"社會日報","1942-07-18","4","599084","張克倫醫師親自診察　專治花柳生殖秘尿各科","克倫醫院","中西藥業  ","克倫醫院  ","https://mhdb.mh.sinica.edu.tw/newsp/image.php?kind=%E7%A4%BE%E6%9C%83%E6%97%A5%E5%A0%B1&listNo=599084"
"社會日報","1942-07-18","1/4","599089","濕氣。疥瘡。癩痢","華一藥廠","中西藥業  ","丁氏藥膏  ","https://mhdb.mh.sinica.edu.tw/newsp/image.php?kind=%E7%A4%BE%E6%9C%83%E6%97%A5%E5%A0%B1&listNo=599089"
"社會日報","1942-07-18","2/3","599078","最新發明絕無副作用之化學治療藥劑　專治男女急慢性淋病標準化特效藥","中法大藥房","中西藥業  ","果復明  ","https://mhdb.mh.sinica.edu.tw/newsp/image.php?kind=%E7%A4%BE%E6%9C%83%E6%97%A5%E5%A0%B1&listNo=599078"
"江蘇日報","1942-07-19","3","840426","塩野牌五淋拿根片",,,,"https://mhdb.mh.sinica.edu.tw/newsp/image.php?kind=%E6%B1%9F%E8%98%87%E6%97%A5%E5%A0%B1&listNo=840426"
"江蘇日報","1942-07-19","3","840443","感謝採芝堂大藥房靈藥治癒梅毒淋濁",,,,"https://mhdb.mh.sinica.edu.tw/newsp/image.php?kind=%E6%B1%9F%E8%98%87%E6%97%A5%E5%A0%B1&listNo=840443"
"社會日報","1942-07-19","1","599108","是最進步的化學療淋病特效劑","柯爾登西藥行","中西藥業  ","複硫梅濁尅星  ","https://mhdb.mh.sinica.edu.tw/newsp/image.php?kind=%E7%A4%BE%E6%9C%83%E6%97%A5%E5%A0%B1&listNo=599108"
"社會日報","1942-07-19","2/3","599107","主治—內科，皮膚花柳，自由戒煙科","施良轅","中西藥業  ","施良轅  ","https://mhdb.mh.sinica.edu.tw/newsp/image.php?kind=%E7%A4%BE%E6%9C%83%E6%97%A5%E5%A0%B1&listNo=599107"
"社會日報","1942-07-19","4","599104","張克倫醫師親自診察　專治花柳生殖秘尿各科","克倫醫院","中西藥業  ","克倫醫院  ","https://mhdb.mh.sinica.edu.tw/newsp/image.php?kind=%E7%A4%BE%E6%9C%83%E6%97%A5%E5%A0%B1&listNo=599104"
"江蘇日報","1942-07-20","3","840556","感謝採芝堂大藥房靈藥治癒梅毒淋濁",,,,"https://mhdb.mh.sinica.edu.tw/newsp/image.php?kind=%E6%B1%9F%E8%98%87%E6%97%A5%E5%A0%B1&listNo=840556"
"江蘇日報","1942-07-20","3","840558","花柳皮膚專科趙福群醫師",,,,"https://mhdb.mh.sinica.edu.tw/newsp/image.php?kind=%E6%B1%9F%E8%98%87%E6%97%A5%E5%A0%B1&listNo=840558"
"江蘇日報","1942-07-20","3","840560","皮膚花柳專科同德醫院",,,,"https://mhdb.mh.sinica.edu.tw/newsp/image.php?kind=%E6%B1%9F%E8%98%87%E6%97%A5%E5%A0%B1&listNo=840560"
"江蘇日報","1942-07-20","3","840561","樂生堂治療淋病病患廣告",,,,"https://mhdb.mh.sinica.edu.tw/newsp/image.php?kind=%E6%B1%9F%E8%98%87%E6%97%A5%E5%A0%B1&listNo=840561"
"江蘇日報","1942-07-20","3","840557","皮膚花柳科專門介之醫院─鍾介之醫師",,,,"https://mhdb.mh.sinica.edu.tw/newsp/image.php?kind=%E6%B1%9F%E8%98%87%E6%97%A5%E5%A0%B1&listNo=840557"
"社會日報","1942-07-20","2/3","599126","主治—內科，皮膚花柳，自由戒煙科","施良轅","中西藥業  ","施良轅  ","https://mhdb.mh.sinica.edu.tw/newsp/image.php?kind=%E7%A4%BE%E6%9C%83%E6%97%A5%E5%A0%B1&listNo=599126"
"社會日報","1942-07-20","1","599131","最新發現白濁弗蔓製劑　白濁白帶‥‥從此解決","新星化學製藥廠","中西藥業  ","新樂的能  ","https://mhdb.mh.sinica.edu.tw/newsp/image.php?kind=%E7%A4%BE%E6%9C%83%E6%97%A5%E5%A0%B1&listNo=599131"
"社會日報","1942-07-20","2/3","599129","濕氣。疥瘡。癩痢","華一藥廠","中西藥業  ","丁氏藥膏  ","https://mhdb.mh.sinica.edu.tw/newsp/image.php?kind=%E7%A4%BE%E6%9C%83%E6%97%A5%E5%A0%B1&listNo=599129"
"社會日報","1942-07-20","2/3","599117","最新發明絕無副作用之化學治療藥劑　專治男女急慢性淋病標準化特效藥","中法大藥房","中西藥業  ","果復明  ","https://mhdb.mh.sinica.edu.tw/newsp/image.php?kind=%E7%A4%BE%E6%9C%83%E6%97%A5%E5%A0%B1&listNo=599117"
"社會日報","1942-07-20","2/3","599114","白濁白帶　特效新藥","上海新生行","中西藥業  ","滅菌王  ","https://mhdb.mh.sinica.edu.tw/newsp/image.php?kind=%E7%A4%BE%E6%9C%83%E6%97%A5%E5%A0%B1&listNo=599114"
"社會日報","1942-07-20","4","599122","張克倫醫師親自診察　專治花柳生殖秘尿各科","克倫醫院","中西藥業  ","克倫醫院  ","https://mhdb.mh.sinica.edu.tw/newsp/image.php?kind=%E7%A4%BE%E6%9C%83%E6%97%A5%E5%A0%B1&listNo=599122"
"社會日報","1942-07-21","1","599146","二四小時　治癒淋濁","信誼藥廠","中西藥業  ","一天靈  ","https://mhdb.mh.sinica.edu.tw/newsp/image.php?kind=%E7%A4%BE%E6%9C%83%E6%97%A5%E5%A0%B1&listNo=599146"
"社會日報","1942-07-21","4","599144","張克倫醫師親自診察　專治花柳生殖秘尿各科","克倫醫院","中西藥業  ","克倫醫院  ","https://mhdb.mh.sinica.edu.tw/newsp/image.php?kind=%E7%A4%BE%E6%9C%83%E6%97%A5%E5%A0%B1&listNo=599144"
"社會日報","1942-07-21","1","599149","是最進步的化學療淋病特效劑","柯爾登西藥行","中西藥業  ","複硫梅濁尅星  ","https://mhdb.mh.sinica.edu.tw/newsp/image.php?kind=%E7%A4%BE%E6%9C%83%E6%97%A5%E5%A0%B1&listNo=599149"
"社會日報","1942-07-21","2/3","599148","主治—內科，皮膚花柳，自由戒煙科","施良轅","中西藥業  ","施良轅  ","https://mhdb.mh.sinica.edu.tw/newsp/image.php?kind=%E7%A4%BE%E6%9C%83%E6%97%A5%E5%A0%B1&listNo=599148"
"江蘇日報","1942-07-22","3","840792","感謝採芝堂大藥房靈藥治癒梅毒淋濁",,,,"https://mhdb.mh.sinica.edu.tw/newsp/image.php?kind=%E6%B1%9F%E8%98%87%E6%97%A5%E5%A0%B1&listNo=840792"
"江蘇日報","1942-07-22","4","840813","塩野排五淋拿根片廣告",,,,"https://mhdb.mh.sinica.edu.tw/newsp/image.php?kind=%E6%B1%9F%E8%98%87%E6%97%A5%E5%A0%B1&listNo=840813"
"江蘇日報","1942-07-22","3","840789","皮膚花柳專科同德醫院",,,,"https://mhdb.mh.sinica.edu.tw/newsp/image.php?kind=%E6%B1%9F%E8%98%87%E6%97%A5%E5%A0%B1&listNo=840789"
"江蘇日報","1942-07-22","3","840783","皮膚花柳科專門介之醫院─鍾介之醫師",,,,"https://mhdb.mh.sinica.edu.tw/newsp/image.php?kind=%E6%B1%9F%E8%98%87%E6%97%A5%E5%A0%B1&listNo=840783"
"江蘇日報","1942-07-22","3","840784","花柳皮膚專科趙福群醫師",,,,"https://mhdb.mh.sinica.edu.tw/newsp/image.php?kind=%E6%B1%9F%E8%98%87%E6%97%A5%E5%A0%B1&listNo=840784"
"社會日報","1942-07-22","1","599165","二四小時　治癒淋濁","信誼藥廠","中西藥業  ","一天靈  ","https://mhdb.mh.sinica.edu.tw/newsp/image.php?kind=%E7%A4%BE%E6%9C%83%E6%97%A5%E5%A0%B1&listNo=599165"
"社會日報","1942-07-22","1","599172","最新發現白濁弗蔓製劑　白濁白帶‥‥從此解決","新星化學製藥廠","中西藥業  ","新樂的能  ","https://mhdb.mh.sinica.edu.tw/newsp/image.php?kind=%E7%A4%BE%E6%9C%83%E6%97%A5%E5%A0%B1&listNo=599172"
"社會日報","1942-07-22","2/3","599167","主治—內科，皮膚花柳，自由戒煙科","施良轅","中西藥業  ","施良轅  ","https://mhdb.mh.sinica.edu.tw/newsp/image.php?kind=%E7%A4%BE%E6%9C%83%E6%97%A5%E5%A0%B1&listNo=599167"
"社會日報","1942-07-22","2/3","599155","白濁白帶　特效新藥","上海新生行","中西藥業  ","滅菌王  ","https://mhdb.mh.sinica.edu.tw/newsp/image.php?kind=%E7%A4%BE%E6%9C%83%E6%97%A5%E5%A0%B1&listNo=599155"
"社會日報","1942-07-22","2/3","599158","最新發明絕無副作用之化學治療藥劑　專治男女急慢性淋病標準化特效藥","中法大藥房","中西藥業  ","果復明  ","https://mhdb.mh.sinica.edu.tw/newsp/image.php?kind=%E7%A4%BE%E6%9C%83%E6%97%A5%E5%A0%B1&listNo=599158"
"社會日報","1942-07-22","4","599162","張克倫醫師親自診察　專治花柳生殖秘尿各科","克倫醫院","中西藥業  ","克倫醫院  ","https://mhdb.mh.sinica.edu.tw/newsp/image.php?kind=%E7%A4%BE%E6%9C%83%E6%97%A5%E5%A0%B1&listNo=599162"
"社會日報","1942-07-23","1/4","599191","濕氣。疥瘡。癩痢","華一藥廠","中西藥業  ","丁氏藥膏  ","https://mhdb.mh.sinica.edu.tw/newsp/image.php?kind=%E7%A4%BE%E6%9C%83%E6%97%A5%E5%A0%B1&listNo=599191"
"社會日報","1942-07-23","1","599190","是最進步的化學療淋病特效劑","柯爾登西藥行","中西藥業  ","複硫梅濁尅星  ","https://mhdb.mh.sinica.edu.tw/newsp/image.php?kind=%E7%A4%BE%E6%9C%83%E6%97%A5%E5%A0%B1&listNo=599190"
"社會日報","1942-07-23","2/3","599189","主治—內科，皮膚花柳，自由戒煙科","施良轅","中西藥業  ","施良轅  ","https://mhdb.mh.sinica.edu.tw/newsp/image.php?kind=%E7%A4%BE%E6%9C%83%E6%97%A5%E5%A0%B1&listNo=599189"
"社會日報","1942-07-23","2/3","599177","白濁白帶　特效新藥","上海新生行","中西藥業  ","滅菌王  ","https://mhdb.mh.sinica.edu.tw/newsp/image.php?kind=%E7%A4%BE%E6%9C%83%E6%97%A5%E5%A0%B1&listNo=599177"
"社會日報","1942-07-23","2","599184","張克倫醫師親自診察　專治花柳生殖秘尿各科","克倫醫院","中西藥業  ","克倫醫院  ","https://mhdb.mh.sinica.edu.tw/newsp/image.php?kind=%E7%A4%BE%E6%9C%83%E6%97%A5%E5%A0%B1&listNo=599184"
"江蘇日報","1942-07-24","3","841042","樂生堂治療淋病病患廣告",,,,"https://mhdb.mh.sinica.edu.tw/newsp/image.php?kind=%E6%B1%9F%E8%98%87%E6%97%A5%E5%A0%B1&listNo=841042"
"江蘇日報","1942-07-24","4","841072","塩野牌五淋拿根片",,,,"https://mhdb.mh.sinica.edu.tw/newsp/image.php?kind=%E6%B1%9F%E8%98%87%E6%97%A5%E5%A0%B1&listNo=841072"
"江蘇日報","1942-07-24","3","841043","花柳皮膚專科趙福群醫師",,,,"https://mhdb.mh.sinica.edu.tw/newsp/image.php?kind=%E6%B1%9F%E8%98%87%E6%97%A5%E5%A0%B1&listNo=841043"
"江蘇日報","1942-07-24","3","841039","感謝採芝堂大藥房靈藥治癒梅毒淋濁",,,,"https://mhdb.mh.sinica.edu.tw/newsp/image.php?kind=%E6%B1%9F%E8%98%87%E6%97%A5%E5%A0%B1&listNo=841039"
"江蘇日報","1942-07-24","3","841038","皮膚花柳專科同德醫院",,,,"https://mhdb.mh.sinica.edu.tw/newsp/image.php?kind=%E6%B1%9F%E8%98%87%E6%97%A5%E5%A0%B1&listNo=841038"
"社會日報","1942-07-24","1","599211","濕氣。疥瘡。癩痢","華一藥廠","中西藥業  ","丁氏藥膏  ","https://mhdb.mh.sinica.edu.tw/newsp/image.php?kind=%E7%A4%BE%E6%9C%83%E6%97%A5%E5%A0%B1&listNo=599211"
"社會日報","1942-07-24","2/3","599208","主治—內科，皮膚花柳，自由戒煙科","施良轅","中西藥業  ","施良轅  ","https://mhdb.mh.sinica.edu.tw/newsp/image.php?kind=%E7%A4%BE%E6%9C%83%E6%97%A5%E5%A0%B1&listNo=599208"
"社會日報","1942-07-24","2","599203","張克倫醫師親自診察　專治花柳生殖秘尿各科","克倫醫院","中西藥業  ","克倫醫院  ","https://mhdb.mh.sinica.edu.tw/newsp/image.php?kind=%E7%A4%BE%E6%9C%83%E6%97%A5%E5%A0%B1&listNo=599203"
"社會日報","1942-07-24","2/3","599197","白濁白帶　特效新藥","上海新生行","中西藥業  ","滅菌王  ","https://mhdb.mh.sinica.edu.tw/newsp/image.php?kind=%E7%A4%BE%E6%9C%83%E6%97%A5%E5%A0%B1&listNo=599197"
"江蘇日報","1942-07-25","3","841166","感謝採芝堂大藥房靈藥治癒梅毒淋濁",,,,"https://mhdb.mh.sinica.edu.tw/newsp/image.php?kind=%E6%B1%9F%E8%98%87%E6%97%A5%E5%A0%B1&listNo=841166"
"江蘇日報","1942-07-25","3","841171","皮膚花柳專科同德醫院",,,,"https://mhdb.mh.sinica.edu.tw/newsp/image.php?kind=%E6%B1%9F%E8%98%87%E6%97%A5%E5%A0%B1&listNo=841171"
"社會日報","1942-07-25","2/3","599224","主治—內科，皮膚花柳，自由戒煙科","施良轅","中西藥業  ","施良轅  ","https://mhdb.mh.sinica.edu.tw/newsp/image.php?kind=%E7%A4%BE%E6%9C%83%E6%97%A5%E5%A0%B1&listNo=599224"
"社會日報","1942-07-25","2/3","599218","白濁白帶　特效新藥","上海新生行","中西藥業  ","滅菌王  ","https://mhdb.mh.sinica.edu.tw/newsp/image.php?kind=%E7%A4%BE%E6%9C%83%E6%97%A5%E5%A0%B1&listNo=599218"
"社會日報","1942-07-25","1","599225","是最進步的化學療淋病特效劑","柯爾登西藥行","中西藥業  ","複硫梅濁尅星  ","https://mhdb.mh.sinica.edu.tw/newsp/image.php?kind=%E7%A4%BE%E6%9C%83%E6%97%A5%E5%A0%B1&listNo=599225"
"江蘇日報","1942-07-26","4","841314","塩野牌五淋拿根片",,,,"https://mhdb.mh.sinica.edu.tw/newsp/image.php?kind=%E6%B1%9F%E8%98%87%E6%97%A5%E5%A0%B1&listNo=841314"
"社會日報","1942-07-26","2/3","599246","主治—內科，皮膚花柳，自由戒煙科","施良轅","中西藥業  ","施良轅  ","https://mhdb.mh.sinica.edu.tw/newsp/image.php?kind=%E7%A4%BE%E6%9C%83%E6%97%A5%E5%A0%B1&listNo=599246"
"社會日報","1942-07-26","2/3","599232","白濁白帶　特效新藥","上海新生行","中西藥業  ","滅菌王  ","https://mhdb.mh.sinica.edu.tw/newsp/image.php?kind=%E7%A4%BE%E6%9C%83%E6%97%A5%E5%A0%B1&listNo=599232"
"社會日報","1942-07-26","4","599241","張克倫醫師親自診察　專治花柳生殖秘尿各科","克倫醫院","中西藥業  ","克倫醫院  ","https://mhdb.mh.sinica.edu.tw/newsp/image.php?kind=%E7%A4%BE%E6%9C%83%E6%97%A5%E5%A0%B1&listNo=599241"
"江蘇日報","1942-07-27","3","841403","皮膚花柳專科同德醫院",,,,"https://mhdb.mh.sinica.edu.tw/newsp/image.php?kind=%E6%B1%9F%E8%98%87%E6%97%A5%E5%A0%B1&listNo=841403"
"江蘇日報","1942-07-27","3","841404","感謝採芝堂大藥房靈藥治癒梅毒淋濁",,,,"https://mhdb.mh.sinica.edu.tw/newsp/image.php?kind=%E6%B1%9F%E8%98%87%E6%97%A5%E5%A0%B1&listNo=841404"
"社會日報","1942-07-27","2/3","599266","主治—內科，皮膚花柳，自由戒煙科","施良轅","中西藥業  ","施良轅  ","https://mhdb.mh.sinica.edu.tw/newsp/image.php?kind=%E7%A4%BE%E6%9C%83%E6%97%A5%E5%A0%B1&listNo=599266"
"社會日報","1942-07-27","1","599267","是最進步的化學療淋病特效劑","柯爾登西藥行","中西藥業  ","複硫梅濁尅星  ","https://mhdb.mh.sinica.edu.tw/newsp/image.php?kind=%E7%A4%BE%E6%9C%83%E6%97%A5%E5%A0%B1&listNo=599267"
"社會日報","1942-07-27","2/3","599253","白濁白帶　特效新藥","上海新生行","中西藥業  ","滅菌王  ","https://mhdb.mh.sinica.edu.tw/newsp/image.php?kind=%E7%A4%BE%E6%9C%83%E6%97%A5%E5%A0%B1&listNo=599253"
"社會日報","1942-07-27","4","599262","張克倫醫師親自診察　專治花柳生殖秘尿各科","克倫醫院","中西藥業  ","克倫醫院  ","https://mhdb.mh.sinica.edu.tw/newsp/image.php?kind=%E7%A4%BE%E6%9C%83%E6%97%A5%E5%A0%B1&listNo=599262"
"江蘇日報","1942-07-28","3","841527","皮膚花柳專科同德醫院",,,,"https://mhdb.mh.sinica.edu.tw/newsp/image.php?kind=%E6%B1%9F%E8%98%87%E6%97%A5%E5%A0%B1&listNo=841527"
"江蘇日報","1942-07-28","3","841529","感謝採芝堂大藥房靈藥治癒梅毒淋濁",,,,"https://mhdb.mh.sinica.edu.tw/newsp/image.php?kind=%E6%B1%9F%E8%98%87%E6%97%A5%E5%A0%B1&listNo=841529"
"江蘇日報","1942-07-28","3","841524","皮膚花柳科專門介之醫院─鍾介之醫師",,,,"https://mhdb.mh.sinica.edu.tw/newsp/image.php?kind=%E6%B1%9F%E8%98%87%E6%97%A5%E5%A0%B1&listNo=841524"
