"報名","日期","版次","系統代碼","標題","廣告主","分類","品牌","影像URL"
"社會日報","1942-06-27","4","598680","張克倫醫師親自診察　專治花柳生殖秘尿各科","克倫醫院","中西藥業  ","克倫醫院  ","https://mhdb.mh.sinica.edu.tw/newsp/image.php?kind=%E7%A4%BE%E6%9C%83%E6%97%A5%E5%A0%B1&listNo=598680"
"社會日報","1942-06-27","2/3","598683","皮膚花柳專家","施良轅","中西藥業  ","施良轅  ","https://mhdb.mh.sinica.edu.tw/newsp/image.php?kind=%E7%A4%BE%E6%9C%83%E6%97%A5%E5%A0%B1&listNo=598683"
"社會日報","1942-06-27","1/4","598686","濕氣。疥瘡。癩痢","華一藥廠","中西藥業  ","丁氏藥膏  ","https://mhdb.mh.sinica.edu.tw/newsp/image.php?kind=%E7%A4%BE%E6%9C%83%E6%97%A5%E5%A0%B1&listNo=598686"
"社會日報","1942-06-27","1","598684","是最進步的化學療淋病特效劑","柯爾登西藥行","中西藥業  ","複硫梅濁尅星  ","https://mhdb.mh.sinica.edu.tw/newsp/image.php?kind=%E7%A4%BE%E6%9C%83%E6%97%A5%E5%A0%B1&listNo=598684"
"江蘇日報","1942-06-28","1-4","837816","皮膚花柳科專門介之醫院廣告",,,,"https://mhdb.mh.sinica.edu.tw/newsp/image.php?kind=%E6%B1%9F%E8%98%87%E6%97%A5%E5%A0%B1&listNo=837816"
"江蘇日報","1942-06-28","1-4","837818","採芝堂痔濕毒疥瘡豬狗臭小腸疝氣心肝胃痛痧藥五淋白濁咳嗆補血強身吐血橫痃下疳藥品廣告",,,,"https://mhdb.mh.sinica.edu.tw/newsp/image.php?kind=%E6%B1%9F%E8%98%87%E6%97%A5%E5%A0%B1&listNo=837818"
"江蘇日報","1942-06-28","1-2","837737","感謝採芝堂治愈梅毒淋濁陳明謝",,,,"https://mhdb.mh.sinica.edu.tw/newsp/image.php?kind=%E6%B1%9F%E8%98%87%E6%97%A5%E5%A0%B1&listNo=837737"
"江蘇日報","1942-06-28","1-2","837738","同德醫院皮膚花柳專科廣告",,,,"https://mhdb.mh.sinica.edu.tw/newsp/image.php?kind=%E6%B1%9F%E8%98%87%E6%97%A5%E5%A0%B1&listNo=837738"
"社會日報","1942-06-28","1/4","598705","濕氣。疥瘡。癩痢","華一藥廠","中西藥業  ","丁氏藥膏  ","https://mhdb.mh.sinica.edu.tw/newsp/image.php?kind=%E7%A4%BE%E6%9C%83%E6%97%A5%E5%A0%B1&listNo=598705"
"社會日報","1942-06-28","2/3","598704","皮膚花柳專家","施良轅","中西藥業  ","施良轅  ","https://mhdb.mh.sinica.edu.tw/newsp/image.php?kind=%E7%A4%BE%E6%9C%83%E6%97%A5%E5%A0%B1&listNo=598704"
"社會日報","1942-06-28","2/3","598692","白濁白帶　特效新藥","上海新生行","中西藥業  ","滅菌王  ","https://mhdb.mh.sinica.edu.tw/newsp/image.php?kind=%E7%A4%BE%E6%9C%83%E6%97%A5%E5%A0%B1&listNo=598692"
"社會日報","1942-06-28","2","598701","張克倫醫師親自診察　專治花柳生殖秘尿各科","克倫醫院","中西藥業  ","克倫醫院  ","https://mhdb.mh.sinica.edu.tw/newsp/image.php?kind=%E7%A4%BE%E6%9C%83%E6%97%A5%E5%A0%B1&listNo=598701"
"社會日報","1942-06-28","1/4","598695","最新發明絕無副作用之化學治療藥劑　專治男女急慢性淋病標準化特效藥","中法大藥房","中西藥業  ","果復明  ","https://mhdb.mh.sinica.edu.tw/newsp/image.php?kind=%E7%A4%BE%E6%9C%83%E6%97%A5%E5%A0%B1&listNo=598695"
"江蘇日報","1942-06-29","1-3","837915","感謝採芝堂治愈梅毒淋濁陳明謝",,,,"https://mhdb.mh.sinica.edu.tw/newsp/image.php?kind=%E6%B1%9F%E8%98%87%E6%97%A5%E5%A0%B1&listNo=837915"
"江蘇日報","1942-06-29","1-3","837907","皮膚花柳科專門介之醫院廣告",,,,"https://mhdb.mh.sinica.edu.tw/newsp/image.php?kind=%E6%B1%9F%E8%98%87%E6%97%A5%E5%A0%B1&listNo=837907"
"江蘇日報","1942-06-29","1-3","837916","採芝堂痔濕毒疥瘡豬狗臭小腸疝氣心肝胃痛痧藥五淋白濁咳嗆補血強身吐血橫痃下疳藥品廣告",,,,"https://mhdb.mh.sinica.edu.tw/newsp/image.php?kind=%E6%B1%9F%E8%98%87%E6%97%A5%E5%A0%B1&listNo=837916"
"社會日報","1942-06-29","2/3","598726","濕氣。疥瘡。癩痢","華一藥廠","中西藥業  ","丁氏藥膏  ","https://mhdb.mh.sinica.edu.tw/newsp/image.php?kind=%E7%A4%BE%E6%9C%83%E6%97%A5%E5%A0%B1&listNo=598726"
"社會日報","1942-06-29","2/3","598724","皮膚花柳專家","施良轅","中西藥業  ","施良轅  ","https://mhdb.mh.sinica.edu.tw/newsp/image.php?kind=%E7%A4%BE%E6%9C%83%E6%97%A5%E5%A0%B1&listNo=598724"
"社會日報","1942-06-29","4","598720","張克倫醫師親自診察　專治花柳生殖秘尿各科","克倫醫院","中西藥業  ","克倫醫院  ","https://mhdb.mh.sinica.edu.tw/newsp/image.php?kind=%E7%A4%BE%E6%9C%83%E6%97%A5%E5%A0%B1&listNo=598720"
"江蘇日報","1942-06-30","1-4","838053","五淋拿根片藥品塩野牌出廠藥品廣告",,,,"https://mhdb.mh.sinica.edu.tw/newsp/image.php?kind=%E6%B1%9F%E8%98%87%E6%97%A5%E5%A0%B1&listNo=838053"
"江蘇日報","1942-06-30","1-3","838015","同德醫院皮膚花柳專科廣告",,,,"https://mhdb.mh.sinica.edu.tw/newsp/image.php?kind=%E6%B1%9F%E8%98%87%E6%97%A5%E5%A0%B1&listNo=838015"
"江蘇日報","1942-06-30","1-2","837980","感謝採芝堂治愈梅毒淋濁陳明謝",,,,"https://mhdb.mh.sinica.edu.tw/newsp/image.php?kind=%E6%B1%9F%E8%98%87%E6%97%A5%E5%A0%B1&listNo=837980"
"江蘇日報","1942-06-30","1-3","838026","同德醫院皮膚花柳專科廣告",,,,"https://mhdb.mh.sinica.edu.tw/newsp/image.php?kind=%E6%B1%9F%E8%98%87%E6%97%A5%E5%A0%B1&listNo=838026"
"社會日報","1942-06-30","2/3","598742","皮膚花柳專家","施良轅","中西藥業  ","施良轅  ","https://mhdb.mh.sinica.edu.tw/newsp/image.php?kind=%E7%A4%BE%E6%9C%83%E6%97%A5%E5%A0%B1&listNo=598742"
"社會日報","1942-06-30","2/3","598735","最新發明絕無副作用之化學治療藥劑　專治男女急慢性淋病標準化特效藥","中法大藥房","中西藥業  ","果復明  ","https://mhdb.mh.sinica.edu.tw/newsp/image.php?kind=%E7%A4%BE%E6%9C%83%E6%97%A5%E5%A0%B1&listNo=598735"
"社會日報","1942-06-30","1/4","598744","濕氣。疥瘡。癩痢","華一藥廠","中西藥業  ","丁氏藥膏  ","https://mhdb.mh.sinica.edu.tw/newsp/image.php?kind=%E7%A4%BE%E6%9C%83%E6%97%A5%E5%A0%B1&listNo=598744"
"社會日報","1942-06-30","1","598746","最新發現白濁弗蔓製劑　白濁白帶‥‥從此解決","新星化學製藥廠","中西藥業  ","新樂的能  ","https://mhdb.mh.sinica.edu.tw/newsp/image.php?kind=%E7%A4%BE%E6%9C%83%E6%97%A5%E5%A0%B1&listNo=598746"
"社會日報","1942-06-30","2","598739","張克倫醫師親自診察　專治花柳生殖秘尿各科","克倫醫院","中西藥業  ","克倫醫院  ","https://mhdb.mh.sinica.edu.tw/newsp/image.php?kind=%E7%A4%BE%E6%9C%83%E6%97%A5%E5%A0%B1&listNo=598739"
"江蘇日報","1942-07-01","4","838177","樂生堂治療淋病病患廣告",,,,"https://mhdb.mh.sinica.edu.tw/newsp/image.php?kind=%E6%B1%9F%E8%98%87%E6%97%A5%E5%A0%B1&listNo=838177"
"江蘇日報","1942-07-01","3","838154","濟群藥社特種淋濁丸廣告",,,,"https://mhdb.mh.sinica.edu.tw/newsp/image.php?kind=%E6%B1%9F%E8%98%87%E6%97%A5%E5%A0%B1&listNo=838154"
"江蘇日報","1942-07-01","3","838152","感謝採芝堂大藥房靈藥治癒梅毒淋濁",,,,"https://mhdb.mh.sinica.edu.tw/newsp/image.php?kind=%E6%B1%9F%E8%98%87%E6%97%A5%E5%A0%B1&listNo=838152"
"社會日報","1942-07-01","4","598758","張克倫醫師親自診察　專治花柳生殖秘尿各科","克倫醫院","中西藥業  ","克倫醫院  ","https://mhdb.mh.sinica.edu.tw/newsp/image.php?kind=%E7%A4%BE%E6%9C%83%E6%97%A5%E5%A0%B1&listNo=598758"
"社會日報","1942-07-01","1","598766","最新發現白濁弗蔓製劑　白濁白帶‥‥從此解決","新星化學製藥廠","中西藥業  ","新樂的能  ","https://mhdb.mh.sinica.edu.tw/newsp/image.php?kind=%E7%A4%BE%E6%9C%83%E6%97%A5%E5%A0%B1&listNo=598766"
"社會日報","1942-07-01","2/3","598751","白濁白帶　特效新藥","上海新生行","中西藥業  ","滅菌王  ","https://mhdb.mh.sinica.edu.tw/newsp/image.php?kind=%E7%A4%BE%E6%9C%83%E6%97%A5%E5%A0%B1&listNo=598751"
"江蘇日報","1942-07-02","4","838302","濟群藥社特種淋濁丸廣告",,,,"https://mhdb.mh.sinica.edu.tw/newsp/image.php?kind=%E6%B1%9F%E8%98%87%E6%97%A5%E5%A0%B1&listNo=838302"
"江蘇日報","1942-07-02","4","838299","樂生堂治療淋病病患廣告",,,,"https://mhdb.mh.sinica.edu.tw/newsp/image.php?kind=%E6%B1%9F%E8%98%87%E6%97%A5%E5%A0%B1&listNo=838299"
"江蘇日報","1942-07-02","3","838259","感謝採芝堂大藥房靈藥治癒梅毒淋濁",,,,"https://mhdb.mh.sinica.edu.tw/newsp/image.php?kind=%E6%B1%9F%E8%98%87%E6%97%A5%E5%A0%B1&listNo=838259"
"江蘇日報","1942-07-02","3","838264","皮膚花柳科專門介之醫院─鍾介之醫師",,,,"https://mhdb.mh.sinica.edu.tw/newsp/image.php?kind=%E6%B1%9F%E8%98%87%E6%97%A5%E5%A0%B1&listNo=838264"
"社會日報","1942-07-02","1","598783","全滬組織唯一嚴格的花柳皮膚診病所","屠企華醫師診所","中西藥業  ","屠企華醫師診所  ","https://mhdb.mh.sinica.edu.tw/newsp/image.php?kind=%E7%A4%BE%E6%9C%83%E6%97%A5%E5%A0%B1&listNo=598783"
"社會日報","1942-07-02","2/3","598774","最新發明絕無副作用之化學治療藥劑　專治男女急慢性淋病標準化特效藥","中法大藥房","中西藥業  ","果復明  ","https://mhdb.mh.sinica.edu.tw/newsp/image.php?kind=%E7%A4%BE%E6%9C%83%E6%97%A5%E5%A0%B1&listNo=598774"
"社會日報","1942-07-02","4","598778","張克倫醫師親自診察　專治花柳生殖秘尿各科","克倫醫院","中西藥業  ","克倫醫院  ","https://mhdb.mh.sinica.edu.tw/newsp/image.php?kind=%E7%A4%BE%E6%9C%83%E6%97%A5%E5%A0%B1&listNo=598778"
"社會日報","1942-07-03","1","598803","最新發現白濁弗蔓製劑　白濁白帶‥‥從此解決","新星化學製藥廠","中西藥業  ","新樂的能  ","https://mhdb.mh.sinica.edu.tw/newsp/image.php?kind=%E7%A4%BE%E6%9C%83%E6%97%A5%E5%A0%B1&listNo=598803"
"社會日報","1942-07-03","2","598795","張克倫醫師親自診察　專治花柳生殖秘尿各科","克倫醫院","中西藥業  ","克倫醫院  ","https://mhdb.mh.sinica.edu.tw/newsp/image.php?kind=%E7%A4%BE%E6%9C%83%E6%97%A5%E5%A0%B1&listNo=598795"
"社會日報","1942-07-03","1","598798","二四小時　治癒淋濁","信誼藥廠","中西藥業  ","一天靈  ","https://mhdb.mh.sinica.edu.tw/newsp/image.php?kind=%E7%A4%BE%E6%9C%83%E6%97%A5%E5%A0%B1&listNo=598798"
"江蘇日報","1942-07-04","4","838563","皮膚花柳科專門介之醫院─鍾介之醫師",,,,"https://mhdb.mh.sinica.edu.tw/newsp/image.php?kind=%E6%B1%9F%E8%98%87%E6%97%A5%E5%A0%B1&listNo=838563"
"江蘇日報","1942-07-04","3","838537","感謝採芝堂大藥房靈藥治癒梅毒淋濁",,,,"https://mhdb.mh.sinica.edu.tw/newsp/image.php?kind=%E6%B1%9F%E8%98%87%E6%97%A5%E5%A0%B1&listNo=838537"
"江蘇日報","1942-07-04","2","838464","濟群藥社特種淋濁丸廣告",,,,"https://mhdb.mh.sinica.edu.tw/newsp/image.php?kind=%E6%B1%9F%E8%98%87%E6%97%A5%E5%A0%B1&listNo=838464"
"江蘇日報","1942-07-04","4","838564","樂生堂治療淋病病患廣告",,,,"https://mhdb.mh.sinica.edu.tw/newsp/image.php?kind=%E6%B1%9F%E8%98%87%E6%97%A5%E5%A0%B1&listNo=838564"
"社會日報","1942-07-04","2/3","598811","最新發明絕無副作用之化學治療藥劑　專治男女急慢性淋病標準化特效藥","中法大藥房","中西藥業  ","果復明  ","https://mhdb.mh.sinica.edu.tw/newsp/image.php?kind=%E7%A4%BE%E6%9C%83%E6%97%A5%E5%A0%B1&listNo=598811"
"社會日報","1942-07-04","2","598816","張克倫醫師親自診察　專治花柳生殖秘尿各科","克倫醫院","中西藥業  ","克倫醫院  ","https://mhdb.mh.sinica.edu.tw/newsp/image.php?kind=%E7%A4%BE%E6%9C%83%E6%97%A5%E5%A0%B1&listNo=598816"
"江蘇日報","1942-07-05","3","838660","感謝採芝堂大藥房靈藥治癒梅毒淋濁",,,,"https://mhdb.mh.sinica.edu.tw/newsp/image.php?kind=%E6%B1%9F%E8%98%87%E6%97%A5%E5%A0%B1&listNo=838660"
"江蘇日報","1942-07-05","3","838652","樂生堂治療淋病病患廣告",,,,"https://mhdb.mh.sinica.edu.tw/newsp/image.php?kind=%E6%B1%9F%E8%98%87%E6%97%A5%E5%A0%B1&listNo=838652"
"社會日報","1942-07-05","2/3","598838","濕氣。疥瘡。癩痢","華一藥廠","中西藥業  ","丁氏藥膏  ","https://mhdb.mh.sinica.edu.tw/newsp/image.php?kind=%E7%A4%BE%E6%9C%83%E6%97%A5%E5%A0%B1&listNo=598838"
"社會日報","1942-07-05","2","598835","張克倫醫師親自診察　專治花柳生殖秘尿各科","克倫醫院","中西藥業  ","克倫醫院  ","https://mhdb.mh.sinica.edu.tw/newsp/image.php?kind=%E7%A4%BE%E6%9C%83%E6%97%A5%E5%A0%B1&listNo=598835"
"社會日報","1942-07-05","1","598841","最新發現白濁弗蔓製劑　白濁白帶‥‥從此解決","新星化學製藥廠","中西藥業  ","新樂的能  ","https://mhdb.mh.sinica.edu.tw/newsp/image.php?kind=%E7%A4%BE%E6%9C%83%E6%97%A5%E5%A0%B1&listNo=598841"
"江蘇日報","1942-07-06","4","838827","濟群藥社特種淋濁丸廣告",,,,"https://mhdb.mh.sinica.edu.tw/newsp/image.php?kind=%E6%B1%9F%E8%98%87%E6%97%A5%E5%A0%B1&listNo=838827"
"江蘇日報","1942-07-06","4","838831","皮膚花柳專科同德醫院",,,,"https://mhdb.mh.sinica.edu.tw/newsp/image.php?kind=%E6%B1%9F%E8%98%87%E6%97%A5%E5%A0%B1&listNo=838831"
"江蘇日報","1942-07-06","4","838824","樂生堂治療淋病病患廣告",,,,"https://mhdb.mh.sinica.edu.tw/newsp/image.php?kind=%E6%B1%9F%E8%98%87%E6%97%A5%E5%A0%B1&listNo=838824"
"江蘇日報","1942-07-06","3","838774","花柳皮膚專科趙福群醫師",,,,"https://mhdb.mh.sinica.edu.tw/newsp/image.php?kind=%E6%B1%9F%E8%98%87%E6%97%A5%E5%A0%B1&listNo=838774"
"江蘇日報","1942-07-06","3","838776","皮膚花柳科專門介之醫院─鍾介之醫師",,,,"https://mhdb.mh.sinica.edu.tw/newsp/image.php?kind=%E6%B1%9F%E8%98%87%E6%97%A5%E5%A0%B1&listNo=838776"
"江蘇日報","1942-07-06","3","838798","感謝採芝堂大藥房靈藥治癒梅毒淋濁",,,,"https://mhdb.mh.sinica.edu.tw/newsp/image.php?kind=%E6%B1%9F%E8%98%87%E6%97%A5%E5%A0%B1&listNo=838798"
"社會日報","1942-07-06","2","598854","張克倫醫師親自診察　專治花柳生殖秘尿各科","克倫醫院","中西藥業  ","克倫醫院  ","https://mhdb.mh.sinica.edu.tw/newsp/image.php?kind=%E7%A4%BE%E6%9C%83%E6%97%A5%E5%A0%B1&listNo=598854"
"社會日報","1942-07-06","2/3","598848","最新發明絕無副作用之化學治療藥劑　專治男女急慢性淋病標準化特效藥","中法大藥房","中西藥業  ","果復明  ","https://mhdb.mh.sinica.edu.tw/newsp/image.php?kind=%E7%A4%BE%E6%9C%83%E6%97%A5%E5%A0%B1&listNo=598848"
"江蘇日報","1942-07-07","3","838923","皮膚花柳科專門介之醫院─鍾介之醫師",,,,"https://mhdb.mh.sinica.edu.tw/newsp/image.php?kind=%E6%B1%9F%E8%98%87%E6%97%A5%E5%A0%B1&listNo=838923"
"江蘇日報","1942-07-07","3","838924","樂生堂治療淋病病患廣告",,,,"https://mhdb.mh.sinica.edu.tw/newsp/image.php?kind=%E6%B1%9F%E8%98%87%E6%97%A5%E5%A0%B1&listNo=838924"
"江蘇日報","1942-07-07","3","838917","感謝採芝堂大藥房靈藥治癒梅毒淋濁",,,,"https://mhdb.mh.sinica.edu.tw/newsp/image.php?kind=%E6%B1%9F%E8%98%87%E6%97%A5%E5%A0%B1&listNo=838917"
"社會日報","1942-07-07","1","598877","最新發現白濁弗蔓製劑　白濁白帶‥‥從此解決","新星化學製藥廠","中西藥業  ","新樂的能  ","https://mhdb.mh.sinica.edu.tw/newsp/image.php?kind=%E7%A4%BE%E6%9C%83%E6%97%A5%E5%A0%B1&listNo=598877"
"社會日報","1942-07-07","2/3","598874","濕氣。疥瘡。癩痢","華一藥廠","中西藥業  ","丁氏藥膏  ","https://mhdb.mh.sinica.edu.tw/newsp/image.php?kind=%E7%A4%BE%E6%9C%83%E6%97%A5%E5%A0%B1&listNo=598874"
"社會日報","1942-07-07","2","598871","張克倫醫師親自診察　專治花柳生殖秘尿各科","克倫醫院","中西藥業  ","克倫醫院  ","https://mhdb.mh.sinica.edu.tw/newsp/image.php?kind=%E7%A4%BE%E6%9C%83%E6%97%A5%E5%A0%B1&listNo=598871"
"江蘇日報","1942-07-08","3","839076","皮膚花柳科專門介之醫院─鍾介之醫師",,,,"https://mhdb.mh.sinica.edu.tw/newsp/image.php?kind=%E6%B1%9F%E8%98%87%E6%97%A5%E5%A0%B1&listNo=839076"
"江蘇日報","1942-07-08","3","839077","花柳皮膚專科趙福群醫師",,,,"https://mhdb.mh.sinica.edu.tw/newsp/image.php?kind=%E6%B1%9F%E8%98%87%E6%97%A5%E5%A0%B1&listNo=839077"
"江蘇日報","1942-07-08","3","839069","感謝採芝堂大藥房靈藥治癒梅毒淋濁",,,,"https://mhdb.mh.sinica.edu.tw/newsp/image.php?kind=%E6%B1%9F%E8%98%87%E6%97%A5%E5%A0%B1&listNo=839069"
"江蘇日報","1942-07-08","2","839000","樂生堂治療淋病病患廣告",,,,"https://mhdb.mh.sinica.edu.tw/newsp/image.php?kind=%E6%B1%9F%E8%98%87%E6%97%A5%E5%A0%B1&listNo=839000"
"社會日報","1942-07-08","2","598890","張克倫醫師親自診察　專治花柳生殖秘尿各科","克倫醫院","中西藥業  ","克倫醫院  ","https://mhdb.mh.sinica.edu.tw/newsp/image.php?kind=%E7%A4%BE%E6%9C%83%E6%97%A5%E5%A0%B1&listNo=598890"
"社會日報","1942-07-08","2/3","598885","最新發明絕無副作用之化學治療藥劑　專治男女急慢性淋病標準化特效藥","中法大藥房","中西藥業  ","果復明  ","https://mhdb.mh.sinica.edu.tw/newsp/image.php?kind=%E7%A4%BE%E6%9C%83%E6%97%A5%E5%A0%B1&listNo=598885"
"江蘇日報","1942-07-09","4","839235","皮膚花柳科專門介之醫院─鍾介之醫師",,,,"https://mhdb.mh.sinica.edu.tw/newsp/image.php?kind=%E6%B1%9F%E8%98%87%E6%97%A5%E5%A0%B1&listNo=839235"
"江蘇日報","1942-07-09","4","839234","花柳皮膚專科趙福群醫師",,,,"https://mhdb.mh.sinica.edu.tw/newsp/image.php?kind=%E6%B1%9F%E8%98%87%E6%97%A5%E5%A0%B1&listNo=839234"
"江蘇日報","1942-07-09","3","839198","感謝採芝堂大藥房靈藥治癒梅毒淋濁",,,,"https://mhdb.mh.sinica.edu.tw/newsp/image.php?kind=%E6%B1%9F%E8%98%87%E6%97%A5%E5%A0%B1&listNo=839198"
"社會日報","1942-07-09","2/3","598904","最新發明絕無副作用之化學治療藥劑　專治男女急慢性淋病標準化特效藥","中法大藥房","中西藥業  ","果復明  ","https://mhdb.mh.sinica.edu.tw/newsp/image.php?kind=%E7%A4%BE%E6%9C%83%E6%97%A5%E5%A0%B1&listNo=598904"
"社會日報","1942-07-09","2","598910","張克倫醫師親自診察　專治花柳生殖秘尿各科","克倫醫院","中西藥業  ","克倫醫院  ","https://mhdb.mh.sinica.edu.tw/newsp/image.php?kind=%E7%A4%BE%E6%9C%83%E6%97%A5%E5%A0%B1&listNo=598910"
"社會日報","1942-07-09","1","598915","是最進步的化學療淋病特效劑","柯爾登西藥行","中西藥業  ","複硫梅濁尅星  ","https://mhdb.mh.sinica.edu.tw/newsp/image.php?kind=%E7%A4%BE%E6%9C%83%E6%97%A5%E5%A0%B1&listNo=598915"
"社會日報","1942-07-09","2/3","598914","皮膚花柳專家","施良轅","中西藥業  ","施良轅  ","https://mhdb.mh.sinica.edu.tw/newsp/image.php?kind=%E7%A4%BE%E6%9C%83%E6%97%A5%E5%A0%B1&listNo=598914"
"社會日報","1942-07-10","1","598936","最新發現白濁弗蔓製劑　白濁白帶‥‥從此解決","新星化學製藥廠","中西藥業  ","新樂的能  ","https://mhdb.mh.sinica.edu.tw/newsp/image.php?kind=%E7%A4%BE%E6%9C%83%E6%97%A5%E5%A0%B1&listNo=598936"
"社會日報","1942-07-10","2/3","598934","濕氣。疥瘡。癩痢","華一藥廠","中西藥業  ","丁氏藥膏  ","https://mhdb.mh.sinica.edu.tw/newsp/image.php?kind=%E7%A4%BE%E6%9C%83%E6%97%A5%E5%A0%B1&listNo=598934"
"社會日報","1942-07-10","4","598928","張克倫醫師親自診察　專治花柳生殖秘尿各科","克倫醫院","中西藥業  ","克倫醫院  ","https://mhdb.mh.sinica.edu.tw/newsp/image.php?kind=%E7%A4%BE%E6%9C%83%E6%97%A5%E5%A0%B1&listNo=598928"
"江蘇日報","1942-07-11","3","839442","花柳皮膚專科趙福群醫師",,,,"https://mhdb.mh.sinica.edu.tw/newsp/image.php?kind=%E6%B1%9F%E8%98%87%E6%97%A5%E5%A0%B1&listNo=839442"
"江蘇日報","1942-07-11","3","839441","皮膚花柳專科同德醫院",,,,"https://mhdb.mh.sinica.edu.tw/newsp/image.php?kind=%E6%B1%9F%E8%98%87%E6%97%A5%E5%A0%B1&listNo=839441"
"江蘇日報","1942-07-11","3","839444","感謝採芝堂大藥房靈藥治癒梅毒淋濁",,,,"https://mhdb.mh.sinica.edu.tw/newsp/image.php?kind=%E6%B1%9F%E8%98%87%E6%97%A5%E5%A0%B1&listNo=839444"
"江蘇日報","1942-07-11","4","839482","塩野牌五淋拿根片",,,,"https://mhdb.mh.sinica.edu.tw/newsp/image.php?kind=%E6%B1%9F%E8%98%87%E6%97%A5%E5%A0%B1&listNo=839482"
"江蘇日報","1942-07-11","3","839462","皮膚花柳科專門介之醫院─鍾介之醫師",,,,"https://mhdb.mh.sinica.edu.tw/newsp/image.php?kind=%E6%B1%9F%E8%98%87%E6%97%A5%E5%A0%B1&listNo=839462"
"社會日報","1942-07-11","1","598952","是最進步的化學療淋病特效劑","柯爾登西藥行","中西藥業  ","複硫梅濁尅星  ","https://mhdb.mh.sinica.edu.tw/newsp/image.php?kind=%E7%A4%BE%E6%9C%83%E6%97%A5%E5%A0%B1&listNo=598952"
"社會日報","1942-07-11","4","598947","張克倫醫師親自診察　專治花柳生殖秘尿各科","克倫醫院","中西藥業  ","克倫醫院  ","https://mhdb.mh.sinica.edu.tw/newsp/image.php?kind=%E7%A4%BE%E6%9C%83%E6%97%A5%E5%A0%B1&listNo=598947"
"社會日報","1942-07-11","1","598949","二四小時　治癒淋濁","信誼藥廠","中西藥業  ","一天靈  ","https://mhdb.mh.sinica.edu.tw/newsp/image.php?kind=%E7%A4%BE%E6%9C%83%E6%97%A5%E5%A0%B1&listNo=598949"
"江蘇日報","1942-07-12","3","839584","花柳皮膚專科趙福群醫師",,,,"https://mhdb.mh.sinica.edu.tw/newsp/image.php?kind=%E6%B1%9F%E8%98%87%E6%97%A5%E5%A0%B1&listNo=839584"
"江蘇日報","1942-07-12","4","839606","感謝採芝堂大藥房靈藥治癒梅毒淋濁",,,,"https://mhdb.mh.sinica.edu.tw/newsp/image.php?kind=%E6%B1%9F%E8%98%87%E6%97%A5%E5%A0%B1&listNo=839606"
"江蘇日報","1942-07-12","3","839578","皮膚花柳專科同德醫院",,,,"https://mhdb.mh.sinica.edu.tw/newsp/image.php?kind=%E6%B1%9F%E8%98%87%E6%97%A5%E5%A0%B1&listNo=839578"
"江蘇日報","1942-07-12","3","839583","皮膚花柳科專門介之醫院─鍾介之醫師",,,,"https://mhdb.mh.sinica.edu.tw/newsp/image.php?kind=%E6%B1%9F%E8%98%87%E6%97%A5%E5%A0%B1&listNo=839583"
"社會日報","1942-07-12","2/3","598971","濕氣。疥瘡。癩痢","華一藥廠","中西藥業  ","丁氏藥膏  ","https://mhdb.mh.sinica.edu.tw/newsp/image.php?kind=%E7%A4%BE%E6%9C%83%E6%97%A5%E5%A0%B1&listNo=598971"
"社會日報","1942-07-12","1","598974","最新發現白濁弗蔓製劑　白濁白帶‥‥從此解決","新星化學製藥廠","中西藥業  ","新樂的能  ","https://mhdb.mh.sinica.edu.tw/newsp/image.php?kind=%E7%A4%BE%E6%9C%83%E6%97%A5%E5%A0%B1&listNo=598974"
"社會日報","1942-07-12","2/3","598961","最新發明絕無副作用之化學治療藥劑　專治男女急慢性淋病標準化特效藥","中法大藥房","中西藥業  ","果復明  ","https://mhdb.mh.sinica.edu.tw/newsp/image.php?kind=%E7%A4%BE%E6%9C%83%E6%97%A5%E5%A0%B1&listNo=598961"
"社會日報","1942-07-12","4","598966","張克倫醫師親自診察　專治花柳生殖秘尿各科","克倫醫院","中西藥業  ","克倫醫院  ","https://mhdb.mh.sinica.edu.tw/newsp/image.php?kind=%E7%A4%BE%E6%9C%83%E6%97%A5%E5%A0%B1&listNo=598966"
"江蘇日報","1942-07-13","3","839707","濟群藥社特種淋濁丸廣告",,,,"https://mhdb.mh.sinica.edu.tw/newsp/image.php?kind=%E6%B1%9F%E8%98%87%E6%97%A5%E5%A0%B1&listNo=839707"
"江蘇日報","1942-07-13","4","839729","塩野牌五淋拿根片",,,,"https://mhdb.mh.sinica.edu.tw/newsp/image.php?kind=%E6%B1%9F%E8%98%87%E6%97%A5%E5%A0%B1&listNo=839729"
"社會日報","1942-07-13","4","598985","張克倫醫師親自診察　專治花柳生殖秘尿各科","克倫醫院","中西藥業  ","克倫醫院  ","https://mhdb.mh.sinica.edu.tw/newsp/image.php?kind=%E7%A4%BE%E6%9C%83%E6%97%A5%E5%A0%B1&listNo=598985"
"社會日報","1942-07-13","1","598990","是最進步的化學療淋病特效劑","柯爾登西藥行","中西藥業  ","複硫梅濁尅星  ","https://mhdb.mh.sinica.edu.tw/newsp/image.php?kind=%E7%A4%BE%E6%9C%83%E6%97%A5%E5%A0%B1&listNo=598990"
"江蘇日報","1942-07-14","3","839817","樂生堂治療淋病病患廣告",,,,"https://mhdb.mh.sinica.edu.tw/newsp/image.php?kind=%E6%B1%9F%E8%98%87%E6%97%A5%E5%A0%B1&listNo=839817"
